posting_id,sentence
train_2188932227,fair n pink body serum / lotion pemutih tubuh fnp 160ml
train_3950287676,electric mini mixer/milk frother/pengaduk minuman/pengocok telur
train_375095225,vallery - handuk mandi ( 70 x 140 ) premium
train_1100757824,listerine\xc2\xae cool mint mouthwash / obat kumur 250ml
train_2901485181,tas pria waist bag original cewek jinjing cowok u7e4 keren backpack pu g0o2 canvas keren tas
train_3277122319,spidol snowman
train_2368657154,purbasari hi matte lip cream (tersedia 16 warna)
train_3953619717,wipol karbol pembersih lantai 780 ml
train_3714382269,"[harga grosir] hand sanitizer antis anti septic anti kuman jeruk nipis 60ml ori, natural 30ml ori"
train_2631472883,kaos kaki baby bahan super soft import good quality( 0-6bulan)
train_1156361427,bisa cod \xe2\x98\x85 cayman \xe2\x98\x85 jam tangan jelly angka wanita pria rubber transparan transparant arloji qq001
train_3539339103,rak piring stainless minimalis 2 susun tingkat berkualitas
train_3567440255,lip ice matte color sweet pink
train_1023741930,"lem super glue snowcan, original- garansi 1 tahun / lem korea"
train_3895021433,happy call cetakan kue martabak mini 7 lubang
train_3556916041,talenan baskom multifungsi wadah pencuci buah sayur praktis flexibel dan bisa dilipat
train_2567017237,gamis anak larkid/ larkykids / gamis brukat tile premium / gamis anak tanggung / gamis kondangan
train_2644150574,module relay 1 channel ch 5v 220v ac module optocoupler
train_143260486,jilbab safety mask niqab anti corona / jilbab instan / jilbab syria / jilbab jersy / billyscraft
train_256879758,lio maxy
train_2541057009,sony wi-c300 wireless in ear earphone / wi c300 / wic300
train_1496926160,oxone ox-12sp perfect sauce pan
train_91140600,kartu perdana axis aktif / sudah registrasi per box nomor acak
train_2205032352,"afi - ec - sweater meeting you (ld 98, p 56)"
train_1277122161,1pc lovely bayi perempuan kelopak kristal segar rambut cincin ganda aksesoris rambut mysweetwish
train_1435161567,la tulipe 2 in 1 acne pore cleanser
train_605374845,sleek laundry refill 450ml / sabun cuci baju bayi
train_1902668951,wardah intense matte lipstick 08 retro red 2.3 g
train_518928170,10gr masker gelatin by picnic.id
train_3810070053,powerbank anker slim quick charge 3 10000mah charger iphone samsung  new
train_880228217,df - pokita maxy dress // gamis pocket wolfis
train_3096267190,cetakan bolu kukus pendek {bolkus ]
train_2740351961,piyama setelan new born 1 2 tahun set baju bayi lengan panjang cewek laki perempuan anak gift murah
train_1575244027,kantong keranjang baju tempat pakaian kotor lipat praktis
train_3534061300,menspad pembalut kain wanita cuci ulang nadnad by sakina murah
train_919510288,serum tabita kecil
train_551394375,gantungan baju hitam plastik / hanger baju / satuan tl-82
train_1301243609,"maxim valentino frypan teflon anti lengket  18 cm , 20 cm, 22 cm, 24 cm dan deep wok 24 cm"
train_1759975873,100 ml air mawar | rose water | lemon water | cucumber water face spray by poupeepou
train_156930002,scuba hitam masker gramasi 250-270
train_2958651254,theraskin original paket flek harga pabrik
train_3760500388,"tama bracket tv led lcd 14"" 15"" 17"" 19"" 21"" 24"" 27"" 29"" 32"" 43"""
train_4284269186,innisfree intensive triple care sunscreen spf50 20ml & 50ml | elenabeauty.id
train_3860569113,kanebo yaris chamois kain lap serat sintetis
train_1892329229,gender kasur bulu dk140 / rasfur lantai halus kasur bantal
train_2863861957,rc  korset pelangsing/stagen pengecil perut setelah melahirkan golden nick/yutind panjang 29 cm
train_2212512341,spagetiku egafood 200gr
train_202551337,"ambejoss de nature obat wasir ambeien tanpa operasi aman utk anak, ibu hamil/menyusui garansi asli"
train_1951483401,somebymi snail truecica miracle repair toner 135ml + serum 50ml
train_3364978715,maybelline sensational liquid matte 7 ml
train_3660341192,mango - dress willy
train_2674910517,white-neng skin whitening cream - brightening apricot -  menyamarkan noda hitam/ flek
train_1218516691,khania lengan khimar instan syari murah / niqab jumbo terbaru / kerudung jumbo
train_920063669,headset samsung akg model note 8/s9
train_2963647224,termurah sarung tangan nike cocok untuk grab/gojek
train_2266659139,[varian] a14 - kresek bola lampu - plastik kita jumbo 40 x 02 x 60 kantong plastik murah
train_346760834,photo paper / kertas foto / kertas photo v-tec vtec a4 210gsm glossy
train_1355084631,rak piring rovega shell dish drainer shella sdr 800 tempat simpan piring gelas habis cuci
train_3023769589,"b""johnson's (clean & fresh bath) active kids 200ml"""
train_622407880,kaos distro orang tua ot logo merah
train_555406121,mds-kaos oblong ot sitik marai bigsize
train_3962909153,masker scuba
train_2200953573,waistbag as/tas selempang pria dan wanita
train_3788398874,bubuk minuman taro 1 kg / taro powder / minuman taro
train_2862078741,semprotan anti karat wd 40 besar
train_4037292681,koko anak turki ecer dan grosir 1-7 tahun
train_1829277698,m l xl xxl {cod} koko kurta ori syubbanul muslimin gus azmi hadroh azzahir
train_564084949,madame gie color pop lip balm
train_3333575497,pasmina polos murah sabyan 75\xc3\x97170 hamidah ori seruty baby dool
train_4158237532,( free tuspin ) jilbab instan segi deqiara / jilbab segitiga bolak balik
train_1142563685,adaptor kepala batok charger baseus bx02 24w fast quick charging 3.0
train_3911931150,drink beng beng chocolate pouch 10 sachet x 30 gr
train_2083535760,bubble wrap tamnahan untuk packing product glass jar ( wadah kaca) / product lain agar lebih aman
train_1209189574,kapas busa filter aquarium akuarium aquascape 3 lapis
train_3829012092,bio oil anti scar streach mark biooil original 200ml
train_3967707268,(1 kg muat  8 pcs)  legging wudhu import premium | bahan tebal | legging muslimah terbaik
train_3497629157,cd celana dalam pria boxer kolor  pakaian dalam pria celana dalam
train_1713565479,miyako sm-625 white stand mixer promo/termurah/original
train_3955123018,miyako stand mixer sm-625 standing mixer sm 625
train_817343366,tongsis kabel tombol macaron - cable holder u tongkat narsis selfie termurah murah surabaya
train_3859740566,olay white radiance intensive lotion - 30ml [p&g]
train_1829432711,[ready all variant] stiker bintang stiker dinding glow in the dark star sticker isi @100 pcs
train_2416214538,"baggy pants (m,l,xl)"
train_2394531937,remot remote tv lg uhd lcd led smart tv netflix akb75375608 original pabrik / kw
train_2330331338,selfie ring light/lampu ring selfie
train_114151917,original ceradan hydra 80 g krim bayi pelembab kulit sensitif. hydrating moisturising with ceramide
train_2047615310,balon angka hitam 40 cm
train_3456633775,acmic d10 10000mah mini power bank (digital display +2a fast charge) hitam
train_2692651700,microwear 2020 smartwatch sport full bulat fungsi bluetooth / monitor detak jantung / tekanan darah / anti air ip68
train_3408077241,extra dus / box coklat tebal untuk tambahan packing agar lebih aman
train_148295629,goon pants smile baby s40 / m34 / l30 / xl26 / xxl24
train_3009008137,indomie keriting premium collection ( goreng spesial / ayam panggang )
train_661709293,masker kain katun 3ply / 3 lapis bisa di tambah tisu
train_2622305053,lemon california 1kg isi 7-9buah
train_882033311,my bottle + pouch warna infused water 500ml - botol minum 1kg 10pc
train_3018407170,ilook vision care 60 ml (kemenkes) (8997225160010) / cairan softlens
train_308108209,bardi smart led light bulb rgbww 9w wifi wireless iot home automation
train_1272818983,dompet baellerry ori model pendek lipat wanita pria cewek cowok cewe cowo kulit import branded dp4
train_88248741,harga promo murah solution mps ice 60ml ed 10/2022
train_4074598251,[11.11 sale] m footwear - sepatu sneakers pria casual import - snk7036
train_274036399,bohobaby pajama reeb 4y - 8y
train_342283439,mosehat obat herbal ampuh berkhasiat
train_3152309056,softlens sweety big eye 15mm
train_4177120257,\xe2\x9c\xa8 perfect topi kupluk bahan katun dengan telinga kelinci untuk bayi laki-laki / perempuan
train_2192351647,keep live shopee (2kg)
train_565785054,botol kosong tube/botol tube fliptop/botol sabun/botol sanitizer 30ml
train_902429172,implora cheek and liptint original bpom lip tint
train_3160734362,rak sepatu sandal 10 susun amazing shoes rack - amazing shoe rack
train_1244136943,alvin.store123 baju tidur piyama hp embos premium 3w
train_3620888659,enzim anak orange 42gr
train_3196887408,boxer basket pria xxxl celana pendek laki short pants big size
train_1973334387,desk set / pen holder / tempat alat tulis jaring jala joyko ds-17
train_1960902926,morning whistle by terry palmer handuk denta bamboo 70x135 cm - grey
train_2470478770,diamond kunci ring pas 11pcs 8-22mm
train_2057359481,sh timbangan badan digital transparan
train_3916270718,glow 1 ( cream malam ) theraskin
train_333072608,edw 322 dompet kartu bahan kulit untuk 24 kartu dompet kartu kulit dompet kartu atm kartu nama
train_2532602543,dua tani - beras basmati 2kg - beras panjang - vacuum packaging
train_2795919701,segiempat swedia hijab square voal saudia
train_1824366906,earphone bluetooth magnet 4.1 sport olahraga jogging running musik
train_400002040,mk 01 fila snaekers wanita
train_1671502567,twelve color palettes label sticky notes / kertas memo tempel post it lucu unik murah
train_1488624999,panty (celana dalam) sorella daily cotton s20-73069
train_1601175809,hand sealer perekat plastik plastik mini sealer free batre [bisa cod]
train_3054817053,botol kaca silinder 120ml botol dan tutup gold baru
train_3890537774,cami hot cincher
train_3202778760,termos kopi / termos air panas coffee 380ml hot n cold coffe thermos
train_3075577457,aveeno baby daily moisture lotion - 227 ml
train_1454889201,"nyam-nyam fantasy stick choco rainbow 22,5 gr"
train_2053875103,cuka apel bragg murni 100% tanpa campuran
train_2447684889,real bubee pompa asi manual berkualitas bpa free manual
train_3135597145,gas spontan yz thailand termurah [g0007]
train_3577903841,carex hand wash sensitive pump 250 ml
train_3597551906,timbangan badan timbangan anak elektronik kaca max 180kg karakter lucu speeds 040-11
train_1500696100,"setelan anak cowo merah robot size 1,2,3tahun murah"
train_2561766523,sajadah praktis souvenir siraman unik abu dhabi latte
train_4177087433,"[buy 1 get 1 free gift] 25gr masker organik, organic mask by poupeepou"
train_1363079711,pelangsing sb sale ramadhan
train_2982400387,"b""hansaplast koyo hangat 10's resealable"""
train_3149664260,busa paket agar bubble wrap
train_4256668217,zebra kokoro
train_1787885098,shampo aroma therapy armani 250ml / shampo kucing / grooming kucing / raid all / pet care
train_708601117,celana futsal gym sport / training pants
train_2706068468,otid cover penutup lensa kamera webcam laptop dengan slider blocker
train_2771536201,headset/handsfree  j1ace / s330 + pack besar
train_3424140747,kardus bekas (tambahan buat pa king)
train_3303565193,new blc 1888-s1 sandal slip strip quenn
train_1914350942,nivea extra white body serum night nourish 180ml
train_610995158,hairmask ala salon/ masker rambut 200ml
train_967283249,kaos kaki 3 warna ankle kaos kaki cute kaos kaki aneka motif semata kaki
train_1704877576,maspion setrika ha-290
train_1272445342,lactogrow 3 vanila / madu / plain 750g
train_2044733326,baju kaos katun 24s cowok tie dye lengan pendek
train_3002741668,baju kaos katun pria tie dye abstrak lengan pendek
train_3021596818,sepatu vans authentic merah sepatu skolah
train_2297133720,kz case high quality eva bag untuk earphone iem earbud earpods storage pouch
train_1451011522,royalta grill pan alat panggang daging bbq tanpa lengket bahan teflon royalta multi
train_783163601,masker sensi kids anak (isi 5 pcs)
train_2986625214,"digital thermostat, temperature controller, xh-w3001, 220v ac"
train_909257349,nature republic aloe vera 92% soothing gel 100 % ori (money guaranteed)
train_760369895,detox rahim rempah jsr
train_1411058718,milna nature puff organic 15 g / milna puff 15 g
train_1148151962,[bpom] hanasui body care 3in1 / paket lotion hanasui / original bpom
train_3509038782,11pcs / set resistance band karet latex elastis untuk fitness
train_2351427587,hotwind wd01 pompa galon elektrik otomatis
train_2302762851,salep pi kang wang expired 2022
train_71800114,amymoons dispenser sabun / spons manual untuk dapur
train_92902455,familia choco crunch muesli 500g
train_804943391,kapsul gurah obat asma obat paru obat batuk obat sesak nafas obat flu obat migrain gurah naturafit
train_3165453502,kit motor multiguna refill 100 ml
train_3208068967,julius jam tangan wanita mode mungil berlian tahan air ja-755
train_2271279241,setelan anak laki 1-6t mickey002
train_3519205589,handsfree hf bluetooth i7s tws wireless
train_46547680,chilmil reguler 800gr
train_196396973,omega kids/ omega kid k-link / omega squa anak omegakids omegakid
train_1637345525,nestle cerelac nutripuff 25gr
train_3024527999,lc101 baju handuk mandi karakter \xe2\x80\x94 kimono handuk
train_2991399778,spatula set 6 in 1 - peralatan tumis masak centong - kitchen tool
train_3486523384,nivea men roll on deep
train_87148542,[bayar di tempat]cute baby boys girls anti-slip cotton soft bottom shoes first walker 6 colors
train_1955178828,maxim wajan penggorengan / pornito deep wok hijau 33 cm (pornitohijau)
train_1508952746,ransel sekolah anak wanita tk/sd smp ransel sekolah wanita wei mei
train_1222825774,lem kuku bentuk bulat ukuran 2g
train_4038958783,pancake durian mika isi 8
train_2696399069,sudocream 125 gr
train_4232481890,salsa dynamatte lip cream lipcream original bpom
train_1693896192,sorex kaos kaki pria m5001/ m5002/ m5004/ 5101/ 5102/ 5917/ 5918
train_2554534074,cream cordy + sabun cordy+serum bening ycm original(set lengkap cordy)
train_1343731213,jam tangan pria yazole 308 quartz anti air strap kulit untuk watch
train_3886202778,casing samsung a51 a71 a10s a20s j2 j7 prime a50s a10 m20 m10 a70 a7 2018 aksen warna permen sederhana
train_696061616,bawang goreng siwang nounna saritie 170g - terasi bawang
train_4251674985,[bayar di tempat]handaiyan eyeliner cair warna hitam tahan lama
train_194273808,morymony dompet black phanter - dompet lipat wanita
train_3804237416,jam tangan sport pria digital analog dual time alarm tanggal chronograph waterproof keren
train_1544929110,bubble tapioka bobatee 1kg
train_4118146778,orico fl01 usb2.0 hub 4-port
train_2145462141,lifespace probiotic powder for baby 60gr
